year,race_name,driver_id,position,points,status,sample_weight,driver_momentum,track_history,season_points,reg_impact,driver_idx,track_idx
2025,Japanese Grand Prix,HUL,16,0.0,Finished,1.5,10.8,11.0,6.0,0.0,11,13
2025,Japanese Grand Prix,LAW,17,0.0,Finished,1.5,14.8,12.0,0.0,0.0,12,13
2025,Japanese Grand Prix,OCO,18,0.0,Finished,1.5,11.4,15.0,10.0,0.0,17,13
2025,Japanese Grand Prix,STR,20,0.0,Lapped,1.5,12.4,12.0,10.0,0.0,24,13
2025,Bahrain Grand Prix,TSU,9,2.0,Finished,1.5,13.0,14.0,0.0,0.0,25,4
2025,Bahrain Grand Prix,OCO,8,4.0,Finished,1.5,14.6,17.0,10.0,0.0,17,4
2025,Bahrain Grand Prix,GAS,7,6.0,Finished,1.5,11.2,18.0,0.0,0.0,8,4
2025,Bahrain Grand Prix,VER,6,8.0,Finished,1.5,2.8,1.0,55.0,0.0,26,4
2025,Bahrain Grand Prix,HAM,5,10.0,Finished,1.5,10.4,7.0,7.0,0.0,10,4
2025,Bahrain Grand Prix,LEC,4,12.0,Finished,1.5,7.0,4.0,16.0,0.0,13,4
2025,Bahrain Grand Prix,NOR,3,15.0,Finished,1.5,3.2,6.0,61.0,0.0,16,4
2025,Bahrain Grand Prix,RUS,2,18.0,Finished,1.5,4.0,5.0,40.0,0.0,21,4
2025,Bahrain Grand Prix,PIA,1,25.0,Finished,1.5,5.2,8.0,42.0,0.0,19,4
2025,Bahrain Grand Prix,OCO,8,4.0,Finished,1.5,12.8,12.5,14.0,0.0,17,4
2025,Bahrain Grand Prix,GAS,7,6.0,Finished,1.5,11.6,12.5,6.0,0.0,8,4
2025,Bahrain Grand Prix,VER,6,8.0,Finished,1.5,3.8,3.5,63.0,0.0,26,4
2025,Bahrain Grand Prix,BOR,18,0.0,Finished,1.5,16.333333333333332,12.0,0.0,0.0,4,4
2025,Bahrain Grand Prix,SAI,19,0.0,Retired,1.5,10.0,3.0,1.0,0.0,22,4
2025,Bahrain Grand Prix,HUL,20,0.0,Disqualified,1.5,12.4,16.0,6.0,0.0,11,4
2025,Bahrain Grand Prix,SAI,19,0.0,Retired,1.5,12.6,11.0,1.0,0.0,22,4
2025,Bahrain Grand Prix,BOR,18,0.0,Finished,1.5,16.75,18.0,0.0,0.0,4,4
2025,Bahrain Grand Prix,STR,17,0.0,Finished,1.5,13.4,10.0,10.0,0.0,24,4
2025,Bahrain Grand Prix,LAW,16,0.0,Finished,1.5,15.0,12.0,0.0,0.0,12,4
2025,Bahrain Grand Prix,ALO,15,0.0,Finished,1.5,12.2,9.0,0.0,0.0,1,4
2025,Bahrain Grand Prix,DOO,14,0.0,Finished,1.5,15.5,12.0,0.0,0.0,7,4
2025,Bahrain Grand Prix,HAD,13,0.0,Finished,1.5,13.0,12.0,4.0,0.0,9,4
2025,Bahrain Grand Prix,ALB,12,0.0,Finished,1.5,9.4,15.0,18.0,0.0,0,4
2025,Bahrain Grand Prix,ANT,11,0.0,Finished,1.5,5.333333333333333,12.0,28.0,0.0,2,4
2025,Bahrain Grand Prix,BEA,10,1.0,Finished,1.5,10.8,12.0,5.0,0.0,3,4
2025,Bahrain Grand Prix,TSU,9,2.0,Finished,1.5,12.2,11.5,2.0,0.0,25,4
2025,Bahrain Grand Prix,HUL,20,0.0,Disqualified,1.5,13.2,18.0,6.0,0.0,11,4
2025,Bahrain Grand Prix,HAM,5,10.0,Finished,1.5,9.0,6.0,17.0,0.0,10,4
2025,Bahrain Grand Prix,LEC,4,12.0,Finished,1.5,7.4,4.0,28.0,0.0,13,4
2025,Bahrain Grand Prix,NOR,3,15.0,Finished,1.5,1.8,4.5,76.0,0.0,16,4
2025,Bahrain Grand Prix,RUS,2,18.0,Finished,1.5,3.6,3.5,58.0,0.0,21,4
2025,Bahrain Grand Prix,PIA,1,25.0,Finished,1.5,4.8,4.5,67.0,0.0,19,4
2025,Bahrain Grand Prix,LAW,16,0.0,Finished,1.5,15.4,16.0,0.0,0.0,12,4
2025,Bahrain Grand Prix,STR,17,0.0,Finished,1.5,13.2,13.5,10.0,0.0,24,4
2025,Bahrain Grand Prix,ALO,15,0.0,Finished,1.5,13.8,12.0,0.0,0.0,1,4
2025,Bahrain Grand Prix,DOO,14,0.0,Finished,1.5,15.2,14.0,0.0,0.0,7,4
2025,Bahrain Grand Prix,HAD,13,0.0,Finished,1.5,13.0,13.0,4.0,0.0,9,4
2025,Bahrain Grand Prix,ALB,12,0.0,Finished,1.5,8.8,13.5,18.0,0.0,0,4
2025,Bahrain Grand Prix,ANT,11,0.0,Finished,1.5,6.75,11.0,28.0,0.0,2,4
2025,Bahrain Grand Prix,BEA,10,1.0,Finished,1.5,10.8,10.0,6.0,0.0,3,4
2025,Saudi Arabian Grand Prix,HAM,7,6.0,Finished,1.5,9.2,9.0,27.0,0.0,10,19
2025,Saudi Arabian Grand Prix,SAI,8,4.0,Finished,1.5,16.0,12.0,1.0,0.0,22,19
2025,Saudi Arabian Grand Prix,ALB,9,2.0,Finished,1.5,9.0,11.0,18.0,0.0,0,19
2025,Saudi Arabian Grand Prix,HAD,10,1.0,Finished,1.5,13.0,12.0,4.0,0.0,9,19
2025,Saudi Arabian Grand Prix,ALO,11,0.0,Finished,1.5,15.0,5.0,0.0,0.0,1,19
2025,Saudi Arabian Grand Prix,LAW,12,0.0,Finished,1.5,15.2,12.0,0.0,0.0,12,19
2025,Saudi Arabian Grand Prix,BEA,13,0.0,Finished,1.5,10.4,7.0,7.0,0.0,3,19
2025,Saudi Arabian Grand Prix,OCO,14,0.0,Finished,1.5,10.4,13.0,18.0,0.0,17,19
2025,Saudi Arabian Grand Prix,HUL,15,0.0,Lapped,1.5,15.6,10.0,6.0,0.0,11,19
2025,Saudi Arabian Grand Prix,STR,16,0.0,Lapped,1.5,13.8,19.0,10.0,0.0,24,19
2025,Saudi Arabian Grand Prix,DOO,17,0.0,Lapped,1.5,15.0,12.0,0.0,0.0,7,19
2025,Saudi Arabian Grand Prix,BOR,18,0.0,Lapped,1.5,17.0,12.0,0.0,0.0,4,19
2025,Saudi Arabian Grand Prix,TSU,19,0.0,Retired,1.5,11.6,15.0,4.0,0.0,25,19
2025,Saudi Arabian Grand Prix,GAS,20,0.0,Retired,1.5,11.6,20.0,12.0,0.0,8,19
2025,Saudi Arabian Grand Prix,PIA,1,25.0,Finished,1.5,3.0,4.0,92.0,0.0,19,19
2025,Saudi Arabian Grand Prix,VER,2,18.0,Finished,1.5,3.8,1.0,71.0,0.0,26,19
2025,Saudi Arabian Grand Prix,LEC,3,15.0,Finished,1.5,7.6,3.0,40.0,0.0,13,19
2025,Saudi Arabian Grand Prix,NOR,4,12.0,Finished,1.5,2.2,8.0,91.0,0.0,16,19
2025,Saudi Arabian Grand Prix,RUS,5,10.0,Finished,1.5,3.0,6.0,76.0,0.0,21,19
2025,Saudi Arabian Grand Prix,ANT,6,8.0,Finished,1.5,7.6,12.0,28.0,0.0,2,19
2025,Miami Grand Prix,HUL,14,0.0,Lapped,1.5,17.2,11.0,6.0,0.0,11,16
2025,Miami Grand Prix,GAS,13,0.0,Finished,1.5,13.4,12.0,12.0,0.0,8,16
2025,Miami Grand Prix,RUS,3,15.0,Finished,1.5,3.4,8.0,86.0,0.0,21,16
2025,Miami Grand Prix,NOR,2,18.0,Finished,1.5,2.8,1.0,103.0,0.0,16,16
2025,Miami Grand Prix,PIA,1,25.0,Finished,1.5,1.4,13.0,117.0,0.0,19,16
2025,Miami Grand Prix,OCO,12,0.0,Finished,1.5,10.6,10.0,18.0,0.0,17,16
2025,Miami Grand Prix,HAD,11,0.0,Finished,1.5,11.0,12.0,5.0,0.0,9,16
2025,Miami Grand Prix,TSU,10,1.0,Finished,1.5,13.0,7.0,4.0,0.0,25,16
2025,Miami Grand Prix,SAI,9,2.0,Finished,1.5,14.0,5.0,5.0,0.0,22,16
2025,Miami Grand Prix,HAM,8,4.0,Finished,1.5,8.6,6.0,33.0,0.0,10,16
2025,Miami Grand Prix,LEC,7,6.0,Finished,1.5,6.6,3.0,55.0,0.0,13,16
2025,Miami Grand Prix,ANT,6,8.0,Finished,1.5,8.0,12.0,36.0,0.0,2,16
2025,Miami Grand Prix,ALB,5,10.0,Finished,1.5,9.8,18.0,20.0,0.0,0,16
2025,Miami Grand Prix,VER,4,12.0,Finished,1.5,3.8,2.0,89.0,0.0,26,16
2025,Miami Grand Prix,DOO,20,0.0,Retired,1.5,14.6,12.0,0.0,0.0,7,16
2025,Miami Grand Prix,BEA,19,0.0,Retired,1.5,10.2,12.0,7.0,0.0,3,16
2025,Miami Grand Prix,BOR,18,0.0,Retired,1.5,17.4,12.0,0.0,0.0,4,16
2025,Miami Grand Prix,LAW,17,0.0,Retired,1.5,14.6,12.0,0.0,0.0,12,16
2025,Miami Grand Prix,STR,16,0.0,Lapped,1.5,15.8,17.0,10.0,0.0,24,16
2025,Miami Grand Prix,ALO,15,0.0,Lapped,1.5,13.8,9.0,0.0,0.0,1,16
2025,Emilia Romagna Grand Prix,STR,15,0.0,Finished,1.5,17.2,9.0,10.0,0.0,24,10
2025,Emilia Romagna Grand Prix,GAS,13,0.0,Finished,1.5,12.0,16.0,12.0,0.0,8,10
2025,Emilia Romagna Grand Prix,HUL,12,0.0,Finished,1.5,17.0,11.0,6.0,0.0,11,10
2025,Emilia Romagna Grand Prix,ALO,11,0.0,Finished,1.5,13.4,19.0,0.0,0.0,1,10
2025,Emilia Romagna Grand Prix,TSU,10,1.0,Finished,1.5,11.8,10.0,5.0,0.0,25,10
2025,Emilia Romagna Grand Prix,HAD,9,2.0,Finished,1.5,11.0,12.0,5.0,0.0,9,10
2025,Emilia Romagna Grand Prix,SAI,8,4.0,Finished,1.5,13.8,5.0,7.0,0.0,22,10
2025,Emilia Romagna Grand Prix,RUS,7,6.0,Finished,1.5,3.4,7.0,101.0,0.0,21,10
2025,Emilia Romagna Grand Prix,LEC,6,8.0,Finished,1.5,4.4,3.0,61.0,0.0,13,10
2025,Emilia Romagna Grand Prix,ALB,5,10.0,Finished,1.5,9.4,20.0,30.0,0.0,0,10
2025,Emilia Romagna Grand Prix,HAM,4,12.0,Finished,1.5,6.4,6.0,37.0,0.0,10,10
2025,Emilia Romagna Grand Prix,PIA,3,15.0,Finished,1.5,1.4,4.0,142.0,0.0,19,10
2025,Emilia Romagna Grand Prix,NOR,2,18.0,Finished,1.5,2.8,2.0,121.0,0.0,16,10
2025,Emilia Romagna Grand Prix,VER,1,25.0,Finished,1.5,3.8,1.0,101.0,0.0,26,10
2025,Emilia Romagna Grand Prix,OCO,20,0.0,Retired,1.5,12.0,14.0,18.0,0.0,17,10
2025,Emilia Romagna Grand Prix,ANT,19,0.0,Retired,1.5,8.0,12.0,44.0,0.0,2,10
2025,Emilia Romagna Grand Prix,BOR,18,0.0,Finished,1.5,18.2,12.0,0.0,0.0,4,10
2025,Emilia Romagna Grand Prix,BEA,17,0.0,Finished,1.5,12.4,12.0,7.0,0.0,3,10
2025,Emilia Romagna Grand Prix,COL,16,0.0,Finished,1.5,16.2,12.0,0.0,0.0,6,10
2025,Emilia Romagna Grand Prix,LAW,14,0.0,Finished,1.5,15.6,12.0,0.0,0.0,12,10
2025,Monaco Grand Prix,TSU,17,0.0,Lapped,1.5,11.4,8.0,6.0,0.0,25,17
2025,Monaco Grand Prix,ALO,19,0.0,Retired,1.5,13.4,11.0,0.0,0.0,1,17
2025,Monaco Grand Prix,GAS,20,0.0,Retired,1.5,12.0,10.0,12.0,0.0,8,17
2025,Monaco Grand Prix,NOR,1,25.0,Finished,1.5,2.8,4.0,139.0,0.0,16,17
2025,Monaco Grand Prix,LEC,2,18.0,Finished,1.5,4.8,1.0,69.0,0.0,13,17
2025,Monaco Grand Prix,PIA,3,15.0,Finished,1.5,1.4,2.0,157.0,0.0,19,17
2025,Monaco Grand Prix,VER,4,12.0,Finished,1.5,3.8,6.0,126.0,0.0,26,17
2025,Monaco Grand Prix,HAM,5,10.0,Finished,1.5,5.8,7.0,49.0,0.0,10,17
2025,Monaco Grand Prix,HAD,6,8.0,Lapped,1.5,11.2,12.0,7.0,0.0,9,17
2025,Monaco Grand Prix,OCO,7,6.0,Lapped,1.5,12.4,17.0,18.0,0.0,17,17
2025,Monaco Grand Prix,LAW,8,4.0,Lapped,1.5,15.0,12.0,0.0,0.0,12,17
2025,Monaco Grand Prix,ALB,9,2.0,Lapped,1.5,8.6,9.0,40.0,0.0,0,17
2025,Monaco Grand Prix,SAI,10,1.0,Lapped,1.5,12.6,3.0,11.0,0.0,22,17
2025,Monaco Grand Prix,RUS,11,0.0,Lapped,1.5,3.8,5.0,107.0,0.0,21,17
2025,Monaco Grand Prix,BEA,12,0.0,Lapped,1.5,13.8,12.0,7.0,0.0,3,17
2025,Monaco Grand Prix,COL,13,0.0,Lapped,1.5,17.0,12.0,0.0,0.0,6,17
2025,Monaco Grand Prix,BOR,14,0.0,Lapped,1.5,18.0,12.0,0.0,0.0,4,17
2025,Monaco Grand Prix,STR,15,0.0,Lapped,1.5,16.2,14.0,10.0,0.0,24,17
2025,Monaco Grand Prix,HUL,16,0.0,Lapped,1.5,16.2,19.0,6.0,0.0,11,17
2025,Monaco Grand Prix,ANT,18,0.0,Lapped,1.5,10.6,12.0,44.0,0.0,2,17
2025,Spanish Grand Prix,BEA,17,0.0,Finished,1.5,14.2,12.0,7.0,0.0,3,21
2025,Spanish Grand Prix,OCO,16,0.0,Finished,1.5,12.2,10.0,24.0,0.0,17,21
2025,Spanish Grand Prix,COL,15,0.0,Finished,1.5,16.2,12.0,0.0,0.0,6,21
2025,Spanish Grand Prix,SAI,14,0.0,Finished,1.5,10.8,6.0,12.0,0.0,22,21
2025,Spanish Grand Prix,NOR,2,18.0,Finished,1.5,2.4,2.0,164.0,0.0,16,21
2025,Spanish Grand Prix,LEC,3,15.0,Finished,1.5,4.4,5.0,87.0,0.0,13,21
2025,Spanish Grand Prix,RUS,4,12.0,Finished,1.5,5.6,4.0,107.0,0.0,21,21
2025,Spanish Grand Prix,HUL,5,10.0,Finished,1.5,15.4,11.0,6.0,0.0,11,21
2025,Spanish Grand Prix,HAM,6,8.0,Finished,1.5,5.8,3.0,59.0,0.0,10,21
2025,Spanish Grand Prix,HAD,7,6.0,Finished,1.5,9.8,12.0,15.0,0.0,9,21
2025,Spanish Grand Prix,GAS,8,4.0,Finished,1.5,14.6,9.0,12.0,0.0,8,21
2025,Spanish Grand Prix,ALO,9,2.0,Finished,1.5,14.2,12.0,0.0,0.0,1,21
2025,Spanish Grand Prix,VER,10,1.0,Finished,1.5,3.4,1.0,138.0,0.0,26,21
2025,Spanish Grand Prix,LAW,11,0.0,Finished,1.5,13.4,12.0,4.0,0.0,12,21
2025,Spanish Grand Prix,BOR,12,0.0,Finished,1.5,17.2,12.0,0.0,0.0,4,21
2025,Spanish Grand Prix,TSU,13,0.0,Finished,1.5,13.0,19.0,6.0,0.0,25,21
2025,Spanish Grand Prix,PIA,1,25.0,Finished,1.5,1.8,7.0,172.0,0.0,19,21
2025,Spanish Grand Prix,ANT,18,0.0,Retired,1.5,12.0,12.0,44.0,0.0,2,21
2025,Spanish Grand Prix,ALB,19,0.0,Retired,1.5,8.0,18.0,42.0,0.0,0,21
2025,Canadian Grand Prix,HAM,6,8.0,Finished,1.5,6.0,4.0,67.0,0.0,10,7
2025,Canadian Grand Prix,ALB,20,0.0,Retired,1.5,9.4,17.0,42.0,0.0,0,7
2025,Canadian Grand Prix,LAW,19,0.0,Retired,1.5,12.4,12.0,4.0,0.0,12,7
2025,Canadian Grand Prix,NOR,18,0.0,Retired,1.5,2.2,2.0,182.0,0.0,16,7
2025,Canadian Grand Prix,STR,17,0.0,Lapped,1.5,15.8,7.0,10.0,0.0,24,7
2025,Canadian Grand Prix,HAD,16,0.0,Lapped,1.5,8.6,12.0,21.0,0.0,9,7
2025,Canadian Grand Prix,GAS,15,0.0,Lapped,1.5,14.8,9.0,16.0,0.0,8,7
2025,Canadian Grand Prix,BOR,14,0.0,Lapped,1.5,16.0,12.0,0.0,0.0,4,7
2025,Canadian Grand Prix,COL,13,0.0,Lapped,1.5,16.4,12.0,0.0,0.0,6,7
2025,Canadian Grand Prix,TSU,12,0.0,Lapped,1.5,13.8,14.0,6.0,0.0,25,7
2025,Canadian Grand Prix,BEA,11,0.0,Lapped,1.5,15.6,12.0,7.0,0.0,3,7
2025,Canadian Grand Prix,SAI,10,1.0,Lapped,1.5,9.8,16.0,12.0,0.0,22,7
2025,Canadian Grand Prix,OCO,9,2.0,Lapped,1.5,13.8,10.0,24.0,0.0,17,7
2025,Canadian Grand Prix,HUL,8,4.0,Finished,1.5,12.4,11.0,16.0,0.0,11,7
2025,Canadian Grand Prix,ALO,7,6.0,Finished,1.5,13.0,6.0,2.0,0.0,1,7
2025,Canadian Grand Prix,LEC,5,10.0,Finished,1.5,4.2,19.0,102.0,0.0,13,7
2025,Canadian Grand Prix,PIA,4,12.0,Finished,1.5,1.8,5.0,197.0,0.0,19,7
2025,Canadian Grand Prix,ANT,3,15.0,Finished,1.5,13.4,12.0,44.0,0.0,2,7
2025,Canadian Grand Prix,VER,2,18.0,Finished,1.5,4.2,1.0,139.0,0.0,26,7
2025,Canadian Grand Prix,RUS,1,25.0,Finished,1.5,6.0,3.0,119.0,0.0,21,7
2025,Austrian Grand Prix,VER,18,0.0,Retired,1.5,4.2,5.0,157.0,0.0,26,2
2025,Austrian Grand Prix,ALB,17,0.0,Retired,1.5,11.6,15.0,42.0,0.0,0,2
2025,Austrian Grand Prix,TSU,16,0.0,Lapped,1.5,12.4,14.0,6.0,0.0,25,2
2025,Austrian Grand Prix,COL,15,0.0,Lapped,1.5,15.2,12.0,0.0,0.0,6,2
2025,Austrian Grand Prix,STR,14,0.0,Lapped,1.5,15.8,13.0,10.0,0.0,24,2
2025,Austrian Grand Prix,GAS,13,0.0,Lapped,1.5,13.8,10.0,16.0,0.0,8,2
2025,Austrian Grand Prix,HAD,12,0.0,Lapped,1.5,9.8,12.0,21.0,0.0,9,2
2025,Austrian Grand Prix,BEA,11,0.0,Lapped,1.5,15.2,12.0,7.0,0.0,3,2
2025,Austrian Grand Prix,OCO,10,1.0,Lapped,1.5,12.8,12.0,26.0,0.0,17,2
2025,Austrian Grand Prix,HUL,9,2.0,Lapped,1.5,11.0,6.0,20.0,0.0,11,2
2025,Austrian Grand Prix,BOR,8,4.0,Lapped,1.5,15.2,12.0,0.0,0.0,4,2
2025,Austrian Grand Prix,ALO,7,6.0,Lapped,1.5,12.2,18.0,8.0,0.0,1,2
2025,Austrian Grand Prix,LAW,6,8.0,Finished,1.5,13.8,12.0,4.0,0.0,12,2
2025,Austrian Grand Prix,RUS,5,10.0,Finished,1.5,5.2,1.0,144.0,0.0,21,2
2025,Austrian Grand Prix,HAM,4,12.0,Finished,1.5,5.8,4.0,75.0,0.0,10,2
2025,Austrian Grand Prix,LEC,3,15.0,Finished,1.5,4.6,11.0,112.0,0.0,13,2
2025,Austrian Grand Prix,PIA,2,18.0,Finished,1.5,2.4,2.0,209.0,0.0,19,2
2025,Austrian Grand Prix,NOR,1,25.0,Finished,1.5,5.0,20.0,182.0,0.0,16,2
2025,Austrian Grand Prix,SAI,20,0.0,Did not start,1.5,10.2,3.0,13.0,0.0,22,2
2025,Austrian Grand Prix,ANT,19,0.0,Retired,1.5,12.8,12.0,59.0,0.0,2,2
2025,British Grand Prix,HAD,17,0.0,Retired,1.5,10.0,12.0,21.0,0.0,9,6
2025,British Grand Prix,LAW,19,0.0,Retired,1.5,11.6,12.0,12.0,0.0,12,6
2025,British Grand Prix,COL,20,0.0,Did not start,1.5,14.4,12.0,0.0,0.0,6,6
2025,British Grand Prix,NOR,1,25.0,Finished,1.5,4.8,3.0,207.0,0.0,16,6
2025,British Grand Prix,PIA,2,18.0,Finished,1.5,2.6,4.0,227.0,0.0,19,6
2025,British Grand Prix,HUL,3,15.0,Finished,1.5,10.0,6.0,22.0,0.0,11,6
2025,British Grand Prix,HAM,4,12.0,Finished,1.5,5.0,1.0,87.0,0.0,10,6
2025,British Grand Prix,VER,5,10.0,Finished,1.5,7.0,2.0,157.0,0.0,26,6
2025,British Grand Prix,GAS,6,8.0,Finished,1.5,13.8,20.0,16.0,0.0,8,6
2025,British Grand Prix,STR,7,6.0,Finished,1.5,15.4,7.0,10.0,0.0,24,6
2025,British Grand Prix,ALB,8,4.0,Finished,1.5,14.0,9.0,42.0,0.0,0,6
2025,British Grand Prix,ALO,9,2.0,Finished,1.5,10.6,8.0,14.0,0.0,1,6
2025,British Grand Prix,RUS,10,1.0,Finished,1.5,5.6,19.0,154.0,0.0,21,6
2025,British Grand Prix,BEA,11,0.0,Finished,1.5,13.6,12.0,7.0,0.0,3,6
2025,British Grand Prix,SAI,12,0.0,Finished,1.5,12.4,5.0,13.0,0.0,22,6
2025,British Grand Prix,OCO,13,0.0,Finished,1.5,12.4,16.0,27.0,0.0,17,6
2025,British Grand Prix,LEC,14,0.0,Finished,1.5,3.8,14.0,127.0,0.0,13,6
2025,British Grand Prix,TSU,15,0.0,Lapped,1.5,13.6,10.0,6.0,0.0,25,6
2025,British Grand Prix,ANT,16,0.0,Retired,1.5,15.4,12.0,59.0,0.0,2,6
2025,British Grand Prix,BOR,18,0.0,Retired,1.5,13.2,12.0,4.0,0.0,4,6
2025,Belgian Grand Prix,VER,4,12.0,Finished,1.5,7.8,4.0,167.0,0.0,26,5
2025,Belgian Grand Prix,LEC,3,15.0,Finished,1.5,5.4,3.0,127.0,0.0,13,5
2025,Belgian Grand Prix,NOR,2,18.0,Finished,1.5,4.6,5.0,232.0,0.0,16,5
2025,Belgian Grand Prix,PIA,1,25.0,Finished,1.5,2.4,2.0,245.0,0.0,19,5
2025,Belgian Grand Prix,ANT,16,0.0,Finished,1.5,14.8,12.0,59.0,0.0,2,5
2025,Belgian Grand Prix,ALO,17,0.0,Finished,1.5,10.2,8.0,16.0,0.0,1,5
2025,Belgian Grand Prix,SAI,18,0.0,Finished,1.5,13.2,6.0,13.0,0.0,22,5
2025,Belgian Grand Prix,COL,19,0.0,Finished,1.5,15.2,12.0,0.0,0.0,6,5
2025,Belgian Grand Prix,HAD,20,0.0,Lapped,1.5,11.6,12.0,21.0,0.0,9,5
2025,Belgian Grand Prix,OCO,15,0.0,Finished,1.5,11.0,9.0,27.0,0.0,17,5
2025,Belgian Grand Prix,STR,14,0.0,Finished,1.5,13.6,11.0,16.0,0.0,24,5
2025,Belgian Grand Prix,TSU,13,0.0,Finished,1.5,14.6,16.0,6.0,0.0,25,5
2025,Belgian Grand Prix,HUL,12,0.0,Finished,1.5,8.2,18.0,37.0,0.0,11,5
2025,Belgian Grand Prix,BEA,11,0.0,Finished,1.5,12.4,12.0,7.0,0.0,3,5
2025,Belgian Grand Prix,GAS,10,1.0,Finished,1.5,12.4,13.0,24.0,0.0,8,5
2025,Belgian Grand Prix,BOR,9,2.0,Finished,1.5,13.2,12.0,4.0,0.0,4,5
2025,Belgian Grand Prix,LAW,8,4.0,Finished,1.5,12.6,12.0,12.0,0.0,12,5
2025,Belgian Grand Prix,HAM,7,6.0,Finished,1.5,5.0,1.0,99.0,0.0,10,5
2025,Belgian Grand Prix,ALB,6,8.0,Finished,1.5,14.6,12.0,46.0,0.0,0,5
2025,Belgian Grand Prix,RUS,5,10.0,Finished,1.5,6.2,20.0,155.0,0.0,21,5
2025,Hungarian Grand Prix,HAD,11,0.0,Lapped,1.5,14.4,12.0,21.0,0.0,9,11
2025,Hungarian Grand Prix,HUL,13,0.0,Lapped,1.5,7.4,13.0,37.0,0.0,11,11
2025,Hungarian Grand Prix,SAI,14,0.0,Lapped,1.5,14.8,6.0,13.0,0.0,22,11
2025,Hungarian Grand Prix,ALB,15,0.0,Lapped,1.5,14.0,14.0,54.0,0.0,0,11
2025,Hungarian Grand Prix,OCO,16,0.0,Lapped,1.5,12.6,18.0,27.0,0.0,17,11
2025,Hungarian Grand Prix,TSU,17,0.0,Lapped,1.5,13.8,9.0,6.0,0.0,25,11
2025,Hungarian Grand Prix,COL,18,0.0,Lapped,1.5,16.4,12.0,0.0,0.0,6,11
2025,Hungarian Grand Prix,GAS,19,0.0,Lapped,1.5,10.4,20.0,25.0,0.0,8,11
2025,Hungarian Grand Prix,BEA,20,0.0,Retired,1.5,12.2,12.0,7.0,0.0,3,11
2025,Hungarian Grand Prix,NOR,1,25.0,Finished,1.5,4.8,2.0,250.0,0.0,16,11
2025,Hungarian Grand Prix,PIA,2,18.0,Finished,1.5,2.0,1.0,270.0,0.0,19,11
2025,Hungarian Grand Prix,RUS,3,15.0,Finished,1.5,5.0,8.0,165.0,0.0,21,11
2025,Hungarian Grand Prix,LEC,4,12.0,Finished,1.5,5.6,4.0,142.0,0.0,13,11
2025,Hungarian Grand Prix,ALO,5,10.0,Finished,1.5,9.8,11.0,16.0,0.0,1,11
2025,Hungarian Grand Prix,BOR,6,8.0,Finished,1.5,12.2,12.0,6.0,0.0,4,11
2025,Hungarian Grand Prix,STR,7,6.0,Finished,1.5,13.4,10.0,16.0,0.0,24,11
2025,Hungarian Grand Prix,LAW,8,4.0,Finished,1.5,12.6,12.0,16.0,0.0,12,11
2025,Hungarian Grand Prix,VER,9,2.0,Finished,1.5,7.8,5.0,179.0,0.0,26,11
2025,Hungarian Grand Prix,ANT,10,1.0,Lapped,1.5,14.4,12.0,59.0,0.0,2,11
2025,Hungarian Grand Prix,HAM,12,0.0,Lapped,1.5,5.4,3.0,105.0,0.0,10,11
2025,Dutch Grand Prix,GAS,17,0.0,Finished,1.5,12.6,9.0,25.0,0.0,8,9
2025,Dutch Grand Prix,ANT,16,0.0,Finished,1.5,12.8,12.0,60.0,0.0,2,9
2025,Dutch Grand Prix,BOR,15,0.0,Finished,1.5,11.0,12.0,14.0,0.0,4,9
2025,Dutch Grand Prix,HUL,14,0.0,Finished,1.5,9.0,11.0,37.0,0.0,11,9
2025,Dutch Grand Prix,SAI,13,0.0,Finished,1.5,14.8,5.0,13.0,0.0,22,9
2025,Dutch Grand Prix,LAW,12,0.0,Finished,1.5,12.0,12.0,20.0,0.0,12,9
2025,Dutch Grand Prix,COL,11,0.0,Finished,1.5,17.0,12.0,0.0,0.0,6,9
2025,Dutch Grand Prix,OCO,10,1.0,Finished,1.5,12.6,15.0,27.0,0.0,17,9
2025,Dutch Grand Prix,TSU,9,2.0,Finished,1.5,14.6,17.0,6.0,0.0,25,9
2025,Dutch Grand Prix,ALO,8,4.0,Finished,1.5,9.0,10.0,26.0,0.0,1,9
2025,Dutch Grand Prix,STR,7,6.0,Finished,1.5,11.8,13.0,22.0,0.0,24,9
2025,Dutch Grand Prix,BEA,6,8.0,Finished,1.5,12.8,12.0,7.0,0.0,3,9
2025,Dutch Grand Prix,ALB,5,10.0,Finished,1.5,13.2,14.0,54.0,0.0,0,9
2025,Dutch Grand Prix,RUS,4,12.0,Finished,1.5,4.8,7.0,180.0,0.0,21,9
2025,Dutch Grand Prix,HAD,3,15.0,Finished,1.5,15.2,12.0,21.0,0.0,9,9
2025,Dutch Grand Prix,VER,2,18.0,Finished,1.5,7.6,2.0,181.0,0.0,26,9
2025,Dutch Grand Prix,PIA,1,25.0,Finished,1.5,2.2,4.0,288.0,0.0,19,9
2025,Dutch Grand Prix,HAM,20,0.0,Retired,1.5,6.6,8.0,105.0,0.0,10,9
2025,Dutch Grand Prix,LEC,19,0.0,Retired,1.5,5.8,3.0,154.0,0.0,13,9
2025,Dutch Grand Prix,NOR,18,0.0,Retired,1.5,4.6,1.0,275.0,0.0,16,9
2025,Italian Grand Prix,LAW,14,0.0,Finished,1.5,10.6,12.0,20.0,0.0,12,12
